,_id,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
0,1,2001,中央大學圖書館,14,4,中壢區,20240715205117,24.968128,121.194666,中大路300號(中央大學校內圖書館前),Zhongli Dist.,National Central University Library,"No.300, Zhongda Rd.",9,1
1,2,2002,中壢高中,12,5,中壢區,20240715205124,24.960815,121.212038,中央西路二段215號對面人行道,Zhongli Dist.,Jhungli Senior High School,"No.215, Sec. 2, Zhongyang W. Rd. (opposite)",7,1
2,3,2004,中壢火車站(前站)中和路,24,2,中壢區,20240715205120,24.954042,121.22644,中和路109號空地,Zhongli Dist.,TRA Zhongli Station (Front)Zhonghe Rd.,"No. 109, Zhonghe Rd.",22,1
3,4,2005,中原大學,28,17,中壢區,20240715205124,24.957943,121.240201,中北路200號(中原大學校內懷恩樓後方空地),Zhongli Dist.,Chung Yuan Christian University,"No.200, Zhongbei Rd.",11,1
4,5,2006,銀河廣場,12,1,中壢區,20240715205143,24.961716,121.224241,九和一街48號對面銀河廣場人行道,Zhongli Dist.,Galaxy Square,"No.48, Jiuhe 1st St. (opposite)",11,1
5,6,2007,中壢區公所,10,6,中壢區,20240715205137,24.965697,121.224696,環北路380號旁人行道,Zhongli Dist.,Civil Affairs Office of Zhongli District,"No.380, Huanbei Rd.",4,1
6,7,2008,光明公園,24,4,中壢區,20240715205125,24.962812,121.217385,民權路322號對面停車場,Zhongli Dist.,Guangming Park,"No.322, Minquan Rd. (opposite)",18,1
7,8,2009,翠堤橋,12,4,中壢區,20240715205144,24.953265,121.215878,義民路105號旁人行道,Zhongli Dist.,Cuiti Bridge,"No.105, Yimin Rd.",8,1
8,9,2010,中壢國小,12,2,中壢區,20240715205138,24.954097,121.220349,康樂路61號旁公園,Zhongli Dist.,Chungli Elementary School,"No.61, Kangle Rd. (opposite)",10,1
9,10,2011,莒光公園,6,3,中壢區,20240715204933,24.951472,121.235693,寧夏二街43號對面莒光公園入口圓環,Zhongli Dist.,Juguang Park,"No.43,Ningxia 2nd St. (opposite)",3,1
10,11,2012,中壢火車站(後站),10,5,中壢區,20240715205121,24.952352,121.224325,新興路68-94號對面人行道,Zhongli Dist.,TRA Zhongli Station (Rear),"No.68 to No.94, Xinxing Rd. (opposite)",5,1
11,12,2017,中正公園(元化路),10,5,中壢區,20240715205129,24.960415,121.227300,元化路197巷對面中正公園旁人行道,Zhongli Dist.,Zhongzheng Park(Yuanhua Rd.),"Ln. 197, Yuanhua Rd. (opposite)",5,1
12,13,2018,中壢區聯合辦公大樓,10,5,中壢區,20240715205141,24.962068,121.230027,溪洲街298號前方人行道,Zhongli Dist.,Zhongli District Joint Office Building,"No.298, Xizhou St.",5,1
13,14,2019,民族公園,12,0,桃園區,20240715205133,24.995946,121.306636,汕頭街15號對面民族公園旁人行道,Taoyuan Dist.,Minzu Park,"No.15, Shantou St.(opposite)",12,1
14,15,2020,朝陽森林公園,10,2,桃園區,20240715205140,24.999107,121.312820,朝陽街104-108號對面機車停車場,Taoyuan Dist.,Chaoyang Park,"No.104 to No.108, Chaoyang St.",7,1
15,16,2021,桃園延平公園,18,6,桃園區,20240715205126,24.980482,121.314998,大豐路187號對面延平公園旁人行道,Taoyuan Dist.,Taoyuan Yenping Park,"No.187, Dafeng Rd.(opposite)",12,1
16,17,2022,福豐公園,8,3,桃園區,20240715205130,24.985652,121.311513,建國路昆明路口(西北側),Taoyuan Dist.,Fufeng Park,Jianguo Rd./Kunming Rd.,5,1
17,18,2023,桃園火車站(後站),14,1,桃園區,20240715205142,24.987795,121.314279,延平路26號對面人行道,Taoyuan Dist.,TRA Taoyuan Station (Rear),"No.26, Yanping Rd.(opposite)",13,1
18,19,2024,桃園建國公園,8,3,桃園區,20240715205145,24.987418,121.317759,桃鶯路93號對面建國公園旁人行道,Taoyuan Dist.,Taoyuan Jianguo Park,"No.93, Taoying Rd. (opposite)",4,1
19,20,2025,桃園陽明高中,20,0,桃園區,20240715205125,24.980404,121.303296,德壽街8號前方人行道,Taoyuan Dist.,Taoyuan Municipal Yang Ming High School,"No.8, Deshou St.",20,1
20,21,2026,夢幻公園,12,5,中壢區,20240715205122,24.962541,121.261596,榮安十三街榮民路口(西南側),Zhongli Dist.,Dream Park,Rongan 13th St./Rongmin Rd.,7,1
21,22,2027,內壢自強公園,12,5,中壢區,20240715205142,24.967686,121.259279,強國路46號旁自強公園側人行道,Zhongli Dist.,Neili Ziqiang Park,"No.46, Qiangguo Rd.",7,1
22,23,2028,內壢復興公園,8,2,中壢區,20240715205134,24.973630,121.248114,復華街191號對面復興公園旁人行道,Zhongli Dist.,Neili Fuxing Park,"No.191, Fuhua St. (opposite)",6,1
23,24,2029,元智大學,22,4,中壢區,20240715205129,24.970346,121.263249,遠東路135號(面元智大學左側人行道),Zhongli Dist.,Yuan Ze University,"No.135, Yuandong Rd.",18,1
24,25,2030,同德國中,10,0,桃園區,20240715205134,25.016130,121.293908,南平路479號對面同德國中旁人行道,Taoyuan Dist.,Tongde Junior High School,"No.479, Nanping Rd. (opposite)",10,1
25,26,2031,桃園展演中心(同德六街),12,7,桃園區,20240715205142,25.016551,121.299970,同德六街藝文二街口東南側廣場,Taoyuan Dist.,Taoyuan Arts Center(Tongde 6th St.),Tongde 6th St./Yiwen 2nd St.,5,1
26,27,2032,東溪綠園,16,0,桃園區,20240715205132,24.993122,121.313558,成功路二段1號旁小公園,Taoyuan Dist.,Dongxi Greens,"No.1, Sec. 2, Chenggong Rd.",16,1
27,28,2033,桃園市立圖書館平鎮分館,12,1,平鎮區,20240715205144,24.940031,121.218322,環南路三段88號右前方人行道,Pingzhen Dist.,Taoyuan Public Library Pingzhen Branch,"No.88, Sec. 3, Huannan Rd.",11,1
28,29,2034,新勢公園,10,3,平鎮區,20240715205123,24.950692,121.216686,延平路一段181號對面新勢公園旁人行道,Pingzhen Dist.,Xinshi Park,"No.181, Sec. 1, Yanping Rd.(opposite)",7,1
29,30,2035,三民運動公園,16,0,桃園區,20240715205131,25.000577,121.319691,三民路一段200號前方人行道,Taoyuan Dist.,Sanmin Sports Park,"No.200, Sec. 1, Sanmin Rd.",15,1
30,31,2037,桃園展演中心(南平路),10,2,桃園區,20240715205118,25.018038,121.298235,南平路336號對面人行道,Taoyuan Dist.,Taoyuan Arts Center (Nanping Rd.),"No.336, Nanping Rd.(opposite)",7,1
31,32,2038,國強公園,14,3,桃園區,20240715205139,24.993077,121.289327,國強一街益壽一街口(東北側人行道),Taoyuan Dist.,Guochiang Park,Guociang 1st St./Yishou 1st St.,11,1
32,33,2039,新埔公園,8,3,桃園區,20240715205135,25.015195,121.303725,同安街203號對面人行道,Taoyuan Dist.,Xinpu Park,"No.203, Tong&rsquo;an St.(opposite)",5,1
33,34,2040,信義國小,6,3,中壢區,20240715205141,24.951017,121.231454,成都路36號對面人行道,Zhongli Dist.,Hsin Yi Elementary School,"No.36, Chengdu Rd.(opposite)",3,1
34,35,2041,桃園市立圖書館大林分館,12,1,桃園區,20240715205137,24.977812,121.321076,樹仁二街37號後方人行道,Taoyuan Dist.,Taoyuan Public Library Dalin Branch,"No.37, Shuren 2nd St.",11,1
35,36,2042,桃園火車站(前站),14,0,桃園區,20240715205121,24.989618,121.313022,中正路1號面火車站右方人行道,Taoyuan Dist.,TRA Taoyuan Station (Front),"No.1, Zhongzheng Rd.",14,1
36,37,2043,瑞慶公園,12,7,桃園區,20240715205124,25.019129,121.292954,中埔一街362號對面瑞慶公園旁人行道,Taoyuan Dist.,Ruiching Park,"No.362, Zhongpu 1st St.(opposite)",5,1
37,38,2044,中寧公園,6,1,桃園區,20240715205120,25.009993,121.299560,同德二街177號對面中寧公園旁人行道,Taoyuan Dist.,Zhongning Park,"No.177, Tongde 2nd St.(opposite)",5,1
38,39,2045,陽明運動公園,8,0,桃園區,20240715205118,24.982285,121.308126,介壽路199號前方人行道,Taoyuan Dist.,Yangming Sports Park,"No.199, Jieshou Rd.",8,1
39,40,2046,大業國小,12,5,桃園區,20240715205131,25.006896,121.314760,民光東路280號對面人行道,Taoyuan Dist.,Da Yie Elementary School,"No.280, Minguang E. Rd.(opposite)",7,1
40,41,2047,大有國中,12,0,桃園區,20240715205119,25.008585,121.319869,大有路民光東路口西北側人行道,Taoyuan Dist.,Da You Junior High School,Dayou Rd./Minguang E. Rd.,12,1
41,42,2048,莊敬廣場,16,8,中壢區,20240715205122,24.971851,121.257255,莊敬路38-1號對面自行車停放區,Zhongli Dist.,Zhuangjing Square,"No.38-1, Zhuangjing Rd.(opposite)",7,1
42,43,2049,吉林路吉利六街口,10,1,中壢區,20240715205135,24.982900,121.250406,吉林路吉利六街口東南側人行道,Zhongli Dist.,Jilin Rd. &amp; Jili 6th St. Intersection,Jilin Rd./Jili 6th St.,9,1
43,44,2050,龍岡森林公園,20,0,中壢區,20240715205137,24.933974,121.235924,龍岡路三段289號對面龍岡森林公園旁人行道,Zhongli Dist.,Longgang Park,"No.289, Sec. 3, Longgang Rd.(opposite)",19,1
44,45,2051,君臨公園,22,4,八德區,20240715205139,24.964524,121.305469,忠勇六街1號對面人行道,Bade Dist.,Junlin Park,"No.1, Zhongyong 6th St.(opposite)",18,1
45,46,2054,桃園龍岡公園,8,8,桃園區,20240715205143,24.99039,121.281064,國豐一街101號對面龍岡公園旁人行道,Taoyuan Dist.,Taoyuan Longgang Park,"No.101, Guofeng 1st St.(opposite)",0,1
46,47,2055,桃園龍鳳公園,20,4,桃園區,20240715205143,24.989688,121.278943,國豐五街51號對面龍鳳公園旁人行道,Taoyuan Dist.,Taoyuan Longfeng Park,"No.51, Guofeng 5rd St.(opposite)",15,1
47,48,2056,桃園市政府文化局,12,0,桃園區,20240715205122,24.994184,121.300537,縣府路21號面文化局左側路側,Taoyuan Dist.,"Departmaent of Cultural Affairs, Taoyuan","No.21, Xianfu Rd.",9,1
48,49,2057,成功春日路口,22,9,桃園區,20240715205122,24.994177,121.317130,成功路二段春日路口東南側人行道,Taoyuan Dist.,Chenggong &amp; Chunri Rd. Intersection,Chenggong Rd./Chunri Rd.,13,1
49,50,2058,忠孝廣場,8,0,中壢區,20240715205142,24.972516,121.256853,忠孝路8-22號對面路側,Zhongli Dist.,Zongxiao Square,"No.8-22, Zhongxiao Rd.(opposite)",7,1
50,51,2059,忠福廣場,10,3,中壢區,20240715205133,24.971805,121.227697,南園二路292號對面忠福廣場旁人行道,Zhongli Dist.,Zhongfu Square,"No.292, Nanyuan 2nd Rd.(opposite)",7,1
51,52,2060,健行科技大學,16,0,中壢區,20240715205141,24.946778,121.229011,健行路229號(商學大樓後人行道),Zhongli Dist.,Chien Hsin University of Science and Technology,"No.229, Jianxing Rd.",16,1
52,53,2061,啟英高中,12,0,中壢區,20240715205136,24.975610,121.234553,西園路76號對面啟英高中旁人行道,Zhongli Dist.,Chi-Ying Senior High School,"No.76, Xiyuan Rd.(opposite)",11,1
53,54,2062,內壢文化公園,10,4,中壢區,20240715205131,24.979567,121.250102,文化路長春二路西北側公園旁人行道,Zhongli Dist.,Neili Wenhua Park,Wenhua Rd./Changchun 2nd Rd.,6,1
54,55,2063,萬能科技大學,20,9,中壢區,20240715205121,24.992749,121.229925,萬能路1號(萬芳樓後方人行道),Zhongli Dist.,Vanung University of Technology,"No.1, Changchun 2nd Rd.",9,1
55,56,2064,中德里休閒廣場,18,4,桃園區,20240715205142,24.962275,121.293209,國際一路國際二路口西南側停車場,Taoyuan Dist.,Zhongde Square,Guoji 1st Rd./Guoji 2nd Rd.,13,1
56,57,2065,桃園巨蛋,18,0,桃園區,20240715205126,24.995393,121.323924,三民路100號對面人行道,Taoyuan Dist.,Taoyuan Arena,"No.100, Sanmin Rd.(opposite)",17,1
57,58,2066,龜山區公所,10,4,龜山區,20240715205125,24.992532,121.337660,中山街26號前方人行道,Guishan Dist.,Civil Affairs Office of Guishan District,"No.26, Zhongshan St.",6,1
58,59,2067,龜山國中,12,0,龜山區,20240715205143,24.997536,121.339485,自強西路66號前方人行道,Guishan Dist.,Guishan Junior High School,"No.66, Ziqiang W. Rd.",0,0
59,60,2068,西門綠園,10,3,桃園區,20240715205126,24.993968,121.303884,文康街61號對面人行道,Taoyuan Dist.,Ximen Greens,"No.61, Wenkang St.(opposite)",7,1
60,61,2069,衛福部桃園醫院,10,2,桃園區,20240715205143,24.979389,121.268981,龍壽街60號對面人行道,Taoyuan Dist.,"Taoyuan General Hospital, Ministry of Health and Welfare","No.60, Longshou St.(opposite)",8,1
61,62,2070,環中東永福路口,10,0,中壢區,20240715205036,24.962030,121.255168,環中東路325號前人行道,Zhongli Dist.,Huanzhong E. &amp; Yongfu Rd. Intersection,"No.325, Huanzhong E. Rd.",0,0
62,63,2077,月眉停車場,34,9,大溪區,20240715205135,24.889279,121.287613,月眉15鄰105號,Daxi Dist.,Yuemei Parking Lot,"No.105, Yuemei",22,1
63,64,2078,大溪中正公園,28,13,大溪區,20240715205136,24.883151,121.285453,普濟路80號旁停車場,Daxi Dist.,Daxi Zhongzheng Park,"No.80, Puji Rd.",15,1
64,65,2079,忠孝兒童遊樂場,12,10,桃園區,20240715205117,24.986849,121.294739,宏昌七街泰昌三街西南側廣場,Taoyuan Dist.,Zhongxiao Children's Playground,Hongchang 7th St./Taichang 3rd St.,0,1
65,66,2080,桃園市政府,18,0,桃園區,20240715205135,24.992799,121.301680,縣府路3號對面廣場,Taoyuan Dist.,Taoyuan City Government,"No.3, Xianfu Rd.(opposite)",15,1
66,67,2081,五權公園,8,2,中壢區,20240715205136,24.958867,121.204579,正大街五族二街西北側人行道,Zhongli Dist.,Wuquan Park,Zhengda St./Wuzu 2nd St.,5,1
67,68,2082,中壢新興公園,8,1,中壢區,20240715205134,24.945265,121.226050,林森路90號前方人行道,Zhongli Dist.,Zhongli Xinxing Park,"No.90, Linsen Rd.",6,1
68,69,2083,桃園市立圖書館內壢分館,14,2,中壢區,20240715205135,24.977945,121.257972,光華三街10號前方人行道,Zhongli Dist.,Taoyuan Public Library Neili Branch,"No.10, Guanghua 3rd St.",11,1
69,70,2085,中央大學依仁堂,14,2,中壢區,20240715205143,24.967119,121.190958,中大路300號(松苑餐廳前方廣場),Zhongli Dist.,"Office of Physical Education, NCU","No.300, Zhongda Rd.",12,1
70,71,2088,廣豐公園,28,3,八德區,20240715205121,24.966015,121.297907,公園路廣豐二街東北側人行道,Bade Dist.,Guangfeng Park,Gongyuan Rd./Guangfeng 2nd St.,22,1
71,72,2095,璟都江山社區,8,4,龜山區,20240715205020,25.0023,121.342803,光峰路131巷6號前方人行道,Guishan Dist.,Jingdu-Jiangshan Community,"No.6, Ln. 131, Guangfeng Rd.",4,1
72,73,2099,捷運領航站(A17),10,4,大園區,20240715205141,25.023021,121.222169,領航北路四段358號對面人行道,Dayuan Dist.,MRT Linghang Station (A17),"No.358, Sec. 4, Linghang N. Rd.(opposite)",6,1
73,74,2100,捷運高鐵桃園站(A18),16,0,中壢區,20240715205122,25.013775,121.213932,高鐵北路一段6號(對面捷運站出口外側人行道),Zhongli Dist.,MRT HSR Taoyuan Station (A18),"No.6, Sec. 1, Gaotie N. Rd.(opposite)",16,1
74,75,2101,捷運桃園體育園區站(A19),4,0,中壢區,20240715205125,25.001568,121.202782,高鐵南路二段369號對面人行道,Zhongli Dist.,MRT Taoyuan Sports Park Station (A19),"No.369, Sec. 2, Gaotie S. Rd.(opposite)",4,1
75,76,2102,捷運環北站(A21),8,1,中壢區,20240715205126,24.967563,121.220967,中豐北路26號旁人行道,Zhongli Dist.,MRT Huanbei Station (A21),"No.26, Zhongfeng N. Rd.",7,1
76,77,2103,青埔國中,8,2,中壢區,20240715205124,25.010832,121.205798,領航北路二段281號前方人行道,Zhongli Dist.,Qing Pu Junior High School,"No.281, Sec. 2, Linghang N. Rd.",6,1
77,78,2104,領航公園,22,6,中壢區,20240715205122,25.007413,121.201054,領航北路一段永裕路口北側公園旁人行道,Zhongli Dist.,Linghang Park,"Sec. 1, Linghang N. Rd./Yongyu Rd.",16,1
78,79,2105,仁祥公園,18,1,中壢區,20240715205140,24.948864,121.260842,華祥一街3巷2號對面人行道,Zhongli Dist.,Renxiang Park,"No.2, Ln. 3, Huaxiang 1st St.(opposite)",15,1
79,80,2106,篤行公園,8,5,中壢區,20240715205135,24.958288,121.263280,永福路47號對面人行道,Zhongli Dist.,Duxing Park,"No.47, Yongfu Rd.(opposite)",3,1
80,81,2107,桃園市政府警察局桃園分局,10,1,桃園區,20240715205136,25.000418,121.299434,永安路375號旁人行道,Taoyuan Dist.,Taoyuan Police Department Taoyuan Branch,"No.375, Yong&rsquo;an Rd.",8,1
81,82,2108,慈文國中,12,3,桃園區,20240715205131,25.008916,121.301842,中正路835號前方人行道,Taoyuan Dist.,Tzu Wen Junior High School,"No.835, Zhongzheng Rd.",7,1
82,83,2109,同新公園,12,6,桃園區,20240715205136,25.012389,121.305633,同安街經國路251巷口(東南側人行道),Taoyuan Dist.,Tongxin Park,"Tong&rsquo;an St./Ln. 251, Jingguo Rd.",6,1
83,84,2110,桃園永康公園,8,8,桃園區,20240715205118,25.001890,121.302925,力行路中正五街口東南側人行道,Taoyuan Dist.,Taoyuan Yongkang Park,Lixing Rd./Zhongzheng 5th St.,0,1
84,85,2111,桃園市立游泳池,10,10,桃園區,20240715205119,24.989458,121.292088,吉昌街86號(對面人行道),Taoyuan Dist.,Taoyuan City Swimming Pool,"No.86, Jichang St.(opposite)",0,1
85,86,2112,寶山公園,14,7,桃園區,20240715205139,25.013132,121.313903,民有三街517號對面公園旁人行道,Taoyuan Dist.,Baoshan Park,"No.517, Minyou 3rd St.(opposite)",7,1
86,87,2113,國強一街上海路口,12,6,桃園區,20240715205124,24.992059,121.282126,國強一街上海路口西北側高架橋下廣場,Taoyuan Dist.,Guochiang 1st St. &amp; Shanghai Rd. Intersection,Guoqiang 1st St./Shanghai Rd.,6,1
87,88,2114,青溪公園,10,3,桃園區,20240715205123,25.000959,121.317024,自強路217號前方人行道,Taoyuan Dist.,Qingxi Park,"No.217, Ziqiang Rd.",7,1
88,89,2115,甲蟲公園,8,3,中壢區,20240715205122,24.977542,121.252751,元生二街元生三街口西北側公園旁人行道,Zhongli Dist.,Jiachong Park,Yuansheng 2nd St./Yuansheng 3rd St.,5,1
89,90,2116,中壢中央公園,12,9,中壢區,20240715205126,24.956663,121.226195,建國北路9號對面公園人行道,Zhongli Dist.,Zhongli Central Park,"No.9, Jianguo N. Rd.(opposite)",3,1
90,91,2117,新榮公園,8,8,平鎮區,20240715205024,24.945991,121.214981,振興西路新德街口西北側公園旁人行道,Pingzhen Dist.,Xinrong Park,Zhenxing W. Rd./Xinde St.,0,1
91,92,2118,重慶公園,18,4,八德區,20240715205134,24.955984,121.304068,重慶街183號對面公園旁人行道,Bade Dist.,Chongqing Park,"No.183, Chongqing St.(opposite)",13,1
92,93,2120,龜山國小,14,10,龜山區,20240715205123,24.994765,121.340557,大同路23號對面人行道,Guishan Dist.,Guishan Elementary School,"No.23, Datong Rd.(opposite)",4,1
93,94,2123,大同公園,12,5,龜山區,20240715205122,24.989332,121.342481,德明路77巷65號對面公園旁人行道,Guishan Dist.,Datong Park,"No.65, Ln. 77, Deming Rd.(opposite)",6,1
94,95,2127,桃園龍山國小,8,2,桃園區,20240715205130,24.981988,121.271035,龍祥街94號對面人行道,Taoyuan Dist.,Taoyuan Long Shan Elementary School,"No.94, Longxiang St.(opposite)",6,1
95,96,2129,桃禧航空城酒店,10,5,大園區,20240715205116,25.061756,121.175354,大觀路777號(桃禧航空城酒店園航路側人行道),Dayuan Dist.,Hotel Orchard Park,"No.777, Daguan Rd.",3,1
96,97,2138,大竹國小,28,7,蘆竹區,20240715205120,25.024481,121.259057,南竹路五段271號對面人行道,Luzhu Dist.,Dazhu Elementary School,"No.271, Sec. 5, Nanzhu Rd.(opposite)",16,1
97,98,2140,桃園中正公園(同安街),14,2,桃園區,20240715205121,25.023701,121.297919,同安街601號旁公園人行道,Taoyuan Dist.,Taoyuan Zhongzheng Park (Tung'an St.),"No.601, Tong&rsquo;an St.",11,1
98,99,2141,建新公園,10,2,桃園區,20240715205140,24.979206,121.310324,陽明十二街25號對面公園旁人行道,Taoyuan Dist.,Jianxin Park,"No.25, Yangming 12th St.(opposite)",8,1
99,100,2143,平鎮和平公園,8,2,平鎮區,20240715205131,24.947529,121.221136,莒光路39號對面路側,Pingzhen Dist.,Pingzhen Heping Park,"No.39, Juguang Rd.(opposite)",6,1
100,101,2147,龍潭大池(龍元路),26,0,龍潭區,20240715205130,24.863851,121.210032,龍元路144號對面龍潭大池旁人行道,Longtan Dist.,Longtan Pond (Longyuan Rd.),"No.144, Longyuan Rd.(opposite)",25,1
101,102,2149,黎明公園,6,3,中壢區,20240715205129,24.939894,121.256127,同慶路榮民南路口西南側公園前方路側,Zhongli Dist.,Liming Park,Tongqing Rd./Rongmin S. Rd.,2,1
102,103,2150,興仁公園,10,1,中壢區,20240715205139,24.966256,121.263548,興仁路二段120號對面公園內人行道,Zhongli Dist.,Xinren Park,"No.120, Sec. 2, Xingren Rd.(opposite)",9,1
103,104,2151,自立新村(榮安一街),10,2,中壢區,20240715205141,24.965432,121.253381,榮安一街自立三街2巷北側人行道,Zhongli Dist.,Zili Community (Rong'an 1st St.),"Rong&rsquo;an 1st St./Ln. 2, Zili 3rd St.",6,1
104,105,2152,晉元路仁德一街口,6,3,中壢區,20240715205136,24.950926,121.261293,仁德一街28-4號對面路側,Zhongli Dist.,Jinyuan Rd. &amp; Rende 1st St. Intersection,"No.28-4, Rende 1st St.(opposite)",2,1
105,106,2153,龍和公園,8,2,中壢區,20240715205135,24.934221,121.244805,龍和三街290號(活動中心旁公園人行道),Zhongli Dist.,Longhe Park,"No.290, Longhe 3rd St.",5,1
106,107,2154,萬壽中興路口,12,7,龜山區,20240715205117,24.994938,121.337264,萬壽路二段981號對面停車場,Guishan Dist.,Wanshou &amp; Zhongxin Rd. Interstction,"No.981, Sec. 2, Wanshou Rd.(opposite)",5,1
107,108,2155,大同西路簡易公園,8,4,桃園區,20240715205120,24.988164,121.304047,大同西路7巷4號對面公園,Taoyuan Dist.,Datong W. Rd. Simple Park,"No.4, Ln. 7, Datong W. Rd.(opposite)",4,1
108,109,2156,霖園兒童公園,18,3,桃園區,20240715205123,24.986079,121.287879,國鼎二街132號(對面公園東側人行道),Taoyuan Dist.,Linyuan Children's Park,"No.132, Guoding 2nd St.(opposite)",15,1
109,110,2157,家樂福經國店,12,7,桃園區,20240715205120,25.016383,121.30502,天祥三街10號對面人行道,Taoyuan Dist.,Carrefour Jingguo Branch,"No.10, Tianxiang 3rd St.(opposite)",4,1
110,111,2158,玉山公園,14,2,桃園區,20240715205120,24.982621,121.301174,南豐二街120號斜前方公園側,Taoyuan Dist.,Yushan Park,"No.120, Nanfeng 2nd St.(opposite)",10,1
111,112,2159,會稽國中,8,0,桃園區,20240715205125,25.016115,121.313437,大興路222號(面會稽國中校門左側人行道),Taoyuan Dist.,Kuai Ji Junior High School,"No.222, Daxing Rd.(opposite)",7,1
112,113,2165,經國國中,8,1,桃園區,20240715205152,25.0217,121.303596,經國路276號(面經國國中校門左側人行道),Taoyuan Dist.,Jingguo Junior High School,"No.276, Jingguo Rd.(opposite)",6,1
113,114,2169,風禾公園,16,4,桃園區,20240715205125,25.000991,121.289893,文中二路慈文路口東北側人行道,Taoyuan Dist.,Fenghe Park,Wenzhong 2nd Rd./Ciwen Rd.,10,1
114,115,2170,財政部北區國稅局桃園分局,6,0,桃園區,20240715205134,25.003782,121.320733,三元街150號,Taoyuan Dist.,"National Taxation Bureau of the Nothern Area, Ministry of Finance (Taoyuan Branch)","No.150, Sanyuan St.",6,1
115,116,2171,桃園觀光夜市旅客服務中心,12,2,桃園區,20240715205135,25.004089,121.308517,正康三街8號旁停車場,Taoyuan Dist.,Taoyuan Tourist Night Market Service Center,"No.8, Zhengkang 3rd St.",10,1
116,117,2172,大園國際高中,14,7,大園區,20240715205121,25.020834,121.220506,大成路二段37號對面人行道,Dayuan Dist.,Dayuan International Senior High School,"No.37, Sec. 2, Dacheng Rd.(opposite)",6,1
117,118,2176,常樂公園,10,6,中壢區,20240715205133,24.976881,121.250856,文化二路237-243號旁公園人行道,Zhongli Dist.,Changle Park,"No.237-243, Wenhua 2nd Rd.",4,1
118,119,2177,金鋒太子,6,3,中壢區,20240715205129,24.945911,121.248625,金鋒四街50巷2號對面,Zhongli Dist.,Jinfeng Prince,"No.2, Ln. 50, Jinfeng 4th St.(opposite)",3,1
119,120,2178,華愛兒童公園,8,2,中壢區,20240715205137,24.952303,121.259724,華愛街35號對面公園旁人行道,Zhongli Dist.,Hua-Ai Children's Park,Hua-Ai Children's Park,5,1
120,121,2179,南榮公園,22,10,蘆竹區,20240715205135,25.045165,121.291398,南平街洛陽街口南側公園旁人行道,Luzhu Dist.,Nanrong Park,Nanping St./Luoyang St.,12,1
121,122,2180,龍潭行政園區,26,3,龍潭區,20240715205124,24.869962,121.221761,中興路681號對面人行道,Longtan Dist.,Longtan Administrative Park,"No.681, Zhongxing Rd.(opposite)",19,1
122,123,2181,過嶺國中,6,1,中壢區,20240715205122,24.960203,121.175517,松智路過嶺路一段路口人行道,Zhongli Dist.,Guo Ling Junior High School,"Songzhi Rd./Sec. 1, Guoling Rd.",4,1
123,124,2182,南方莊園,6,2,中壢區,20240715205119,24.967284,121.177906,樹籽路8號對面停車場旁人行道,Zhongli Dist.,Nanfang Park,"No.8, Shuzi Rd.(opposite)",4,1
124,125,2184,陸光河濱公園,20,1,龜山區,20240715205129,24.99485,121.330472,同心二路19號對面公園內人行道,Guishan Dist.,Luguang Riverside Park,"No.19, Tongxin 2nd Rd.(opposite)",19,1
125,126,2185,山福里集會所,8,0,龜山區,20240715205137,24.988965,121.331988,中興路152號旁停車場,Guishan Dist.,Shanfu Civil Activity Center,"No.152, Zhongxing Rd.",8,1
126,127,2186,大檜溪公園,6,1,桃園區,20240715205124,25.013781,121.31682,興一街65巷50號(地下停車場出入口旁公園),Taoyuan Dist.,Dakuaixi Park,"No.50, Ln. 65, Xing 1st St.",5,1
127,128,2201,大園國中,26,10,大園區,20240715205115,25.053976,121.171991,園科路400號前人行道,Dayuan Dist.,Dayuan Junior High School,"No.400, Yuanhang Rd.",15,1
128,129,2202,清華高中,18,8,新屋區,20240715205133,24.981699,121.107716,中華路658號前方人行道,Xinwu Dist.,Ching Hua High School,"No.658, Zhonghua Rd.",10,1
129,130,2203,觀音高中,24,8,觀音區,20240715205129,25.014978,121.133881,文中路46號對面人行道,Guanyin Dist.,Taoyuan Municipal Guanyin High School,"46F., Wenzhong Rd.(opposite)",16,1
130,131,2204,溫州公園,8,0,桃園區,20240715205128,25.008,121.29825,大興西路二段139巷173號旁公園人行道,Taoyuan Dist.,Wenzhou Park,"No.173, Ln. 139, Sec. 2, Daxing W. Rd.",8,1
131,132,2206,南亞技術學院,16,2,中壢區,20240715205123,24.93756,121.25171,中山東路三段414號內機車停車場,Zhongli Dist.,Nanya Institute of Technology,"No.414, Sec. 3, Zhongshan E. Rd.",14,1
132,133,2207,華勛公園,22,7,中壢區,20240715205139,24.946622,121.261741,華仁街68巷34號對面公園,Zhongli Dist.,Huaxun Park,"No.34, Ln. 68, Huaren St.(opposite)",14,1
133,134,2209,楓樹公園,22,4,龜山區,20240715205121,25.00465,121.34496,楓樹一街19號對面公園,Guishan Dist.,Fengshu park,"No.19, Fengshu 1st St.(opposite)",17,1
134,135,2212,青塘園,18,2,中壢區,20240715205132,25.00641,121.20492,洽溪路133號對面公園人行道,Zhongli Dist.,Qingtang Garden,"No.133, Qiaxi Rd. (oppsite)",15,1
